OBJECTID,FID_pak1k_gpo2_urban,ID,Pop,FID_pak_admbnda_adm1_wfp_20220909,Shape_Leng,ADM1_EN,ADM1_PCODE,ADM1_REF,ADM1ALT1EN,ADM1ALT2EN,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Length,Shape_Area
108,98,4854,29724.11914,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.416666,0.004027772
109,99,4866,30795.4754,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.329964469,0.003582878
110,100,4881,4570.012721,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.207975095,0.000892208
111,101,4893,11564.55078,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.2,0.001458342
112,102,4908,10617.09961,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.333334,0.002013886
113,103,4930,50137.64844,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.516668,0.007013903
114,104,4940,110855.75,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.800002,0.009305553
115,105,4941,61437.58984,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.566664,0.0070833
116,106,4966,7690.280273,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233334,0.001388894
117,107,4991,54329.45703,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.500002,0.004930553
118,108,5001,87149.9375,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.85,0.009444439
119,109,5008,45295.23828,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.63333,0.005972228
120,110,5049,9094.771484,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.183332,0.001388886
121,111,5083,32076.25,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233334,0.002152781
122,112,5185,11229.32617,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.249998,0.001388861
123,113,5207,828618.8125,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,1.416666,0.0327083
124,114,5222,10579.78125,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.283334,0.00166665
125,115,5244,7694.184082,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.216668,0.001388903
126,116,5291,10983.9834,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.216666,0.001597228
127,117,5296,5306.237793,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233332,0.001041667
128,118,5300,10744.88477,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233332,0.001388869
129,119,5302,8509.798828,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.216668,0.001249992
130,120,5360,10497.12793,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.216668,0.001666667
131,121,5363,26049.01172,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233332,0.002222203
132,122,5364,5342.163086,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.166666,0.000972219
133,123,5372,6165.456055,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.2,0.001319447
134,124,5378,16414.12109,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.249998,0.001805553
135,125,5380,20061.43164,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.366666,0.003125017
136,126,5385,5392.109375,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.183332,0.001041667
137,127,5391,2041102.25,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,4.866676,0.177013903
138,128,5402,17913.30078,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.350002,0.002916683
139,129,5411,42911.77344,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.316666,0.003472203
140,130,5418,16020.10917,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.53369104,0.003156588
141,131,5422,14519.91992,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.35,0.002500008
142,132,5424,18255.67969,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.366666,0.002916633
143,133,5425,90694.07031,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.983332,0.012638861
144,134,5427,29937.32031,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.699996,0.004791667
145,135,5432,7802.794922,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233332,0.001388894
146,136,5434,178878.125,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,1.216662,0.018819489
147,137,5445,5545.088867,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.133332,0.000902772
148,138,5464,15547.56055,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.283334,0.001805544
149,139,5484,10007.32617,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.200002,0.001319472
150,140,5486,13822.1875,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.2,0.001875
151,141,5490,8729.34375,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.25,0.001597228
152,142,5491,33911.40256,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.434420096,0.002191116
153,142,5491,138052.8006,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.71285622,0.008919998
154,143,5495,9792.393555,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.316664,0.001805544
155,144,5497,14905.9707,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.366668,0.002499983
156,145,5505,16471.58398,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.283332,0.002500033
157,146,5523,60062.84375,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.383334,0.004305544
158,147,5529,16700.41016,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.449998,0.003194422
159,148,5541,615.1061255,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.068694362,7.72106E-05
160,148,5541,41984.23762,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.439768048,0.005270034
161,149,5554,15609.90723,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.4,0.002777781
162,150,5558,169728.0625,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.666664,0.011111114
163,151,5559,26701.35547,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.316664,0.003055536
164,152,5568,358070.2421,0,9.397279039,Azad Kashmir,PK1, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,3.07109695,0.027874164
165,152,5568,3904.567271,4,27.33281833,Khyber Pakhtunkhwa,PK5, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.115319702,0.000303953
166,152,5568,97004800.66,5,28.04656823,Punjab,PK6, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,209.7755923,7.551389005
167,152,5568,1722351.82,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,6.659937474,0.13407737
168,153,5594,6867.353516,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.199998,0.001180553
169,154,5671,62415.56641,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.616666,0.007847219
170,155,5711,7510.305664,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.166668,0.001111122
171,156,5719,21365.17188,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.300002,0.002777806
172,157,5725,10437.43066,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.233334,0.001458342
173,158,5730,8724.395508,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.250002,0.001597244
174,159,5731,11015.58398,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.200002,0.001458333
175,160,5740,5364.503418,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.15,0.000833325
176,161,5756,9608.370117,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.299998,0.001666692
177,162,5763,11654.05469,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.25,0.001805594
178,163,5764,60865.3125,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.466666,0.005972194
179,164,5766,5304.86084,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.183334,0.000972211
180,165,5768,10106.81836,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.216668,0.001388894
181,166,5780,5562.535156,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.149998,0.000902772
182,167,5785,9800.751953,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.199998,0.001111106
183,168,5786,86825.49219,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.849998,0.01041665
184,169,5793,16253.79199,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.366666,0.002500033
185,170,5797,9572.481445,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.150002,0.001319481
186,171,5805,5701.529297,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.199998,0.001111106
187,172,5812,180978.7969,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,1.516666,0.017083383
188,173,5834,34778.13281,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.383332,0.003333342
189,174,5841,5592.395996,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.1,0.000625
190,175,5848,11473.13477,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.166668,0.001249992
191,176,5851,127886.9063,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,1.4,0.017708392
192,177,5857,9785.001953,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.283336,0.001875008
193,178,5863,5217.429688,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.166668,0.000902772
194,179,5864,78271.75574,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.662784838,0.007168489
195,179,5864,17919654.24,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,80.93960796,1.641164719
196,180,5870,5157.106934,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.166664,0.00104165
197,181,5871,6198.279785,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.15,0.001111114
198,182,5874,90690.24219,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,1.383328,0.015902756
199,183,5875,30651.57227,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.549996,0.004861131
200,184,5881,381759.1399,1,42.06246202,Balochistan,PK2, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.608406704,0.00384843
201,184,5881,15660718.67,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,4.754461952,0.157872275
202,185,5882,46384.16406,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.716668,0.006805569
203,186,5883,6002.047852,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.183334,0.00104165
204,187,5884,23280.15625,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.383336,0.003194439
205,188,5885,102330.8672,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.616662,0.006944422
206,189,5886,67830.42969,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.699998,0.006319506
207,190,5887,5695.370117,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.116668,0.000555569
208,191,5888,39989.34375,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.683334,0.005694489
209,192,5889,5064.553711,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.133334,0.000625008
210,193,5890,33079.86719,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.316668,0.003541675
211,194,5891,26671.15234,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.499998,0.004166658
212,195,5892,8811.53125,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.3,0.001458325
213,196,5894,58480.93359,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.5,0.005555553
214,197,5895,12818.15625,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.21667,0.001250025
215,198,5896,70151.29687,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.850002,0.00937505
216,199,5897,136989.9844,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,1.966662,0.021041717
217,200,5898,15545.48242,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.316666,0.0025
218,201,5899,5516.55127,6,30.29688721,Sindh,PK7, , , ,Pakistan,PK,2022-09-02 0:00:00,2022-09-09 0:00:00,,0.116668,0.000624992
